513, 1.653223
511, 1.646777
512, 1.650000
513, 1.653223
508, 1.637109
504, 1.624219
507, 1.633887
507, 1.633887
511, 1.646777
512, 1.650000
515, 1.659668
513, 1.653223
512, 1.650000
508, 1.637109
511, 1.646777
508, 1.637109
501, 1.614551
500, 1.611328
498, 1.604883
498, 1.604883
496, 1.598437
495, 1.595215
493, 1.588770
500, 1.611328
492, 1.585547
493, 1.588770
489, 1.575879
488, 1.572656
492, 1.585547
490, 1.579102
493, 1.588770
488, 1.572656
488, 1.572656
490, 1.579102
486, 1.566211
487, 1.569434
484, 1.559766
487, 1.569434
488, 1.572656
490, 1.579102
491, 1.582324
493, 1.588770
492, 1.585547
493, 1.588770
494, 1.591992
494, 1.591992
499, 1.608105
495, 1.595215
494, 1.591992
496, 1.598437
497, 1.601660
497, 1.601660
500, 1.611328
499, 1.608105
499, 1.608105
501, 1.614551
503, 1.620996
501, 1.614551
500, 1.611328
502, 1.617773
503, 1.620996
502, 1.617773
505, 1.627441
505, 1.627441
501, 1.614551
505, 1.627441
503, 1.620996
507, 1.633887
506, 1.630664
505, 1.627441
504, 1.624219
507, 1.633887
508, 1.637109
506, 1.630664
506, 1.630664
506, 1.630664
508, 1.637109
508, 1.637109
509, 1.640332
507, 1.633887
511, 1.646777
510, 1.643555
514, 1.656445
512, 1.650000
512, 1.650000
509, 1.640332
512, 1.650000
510, 1.643555
511, 1.646777
510, 1.643555
511, 1.646777
510, 1.643555
512, 1.650000
511, 1.646777
512, 1.650000
511, 1.646777
511, 1.646777
511, 1.646777
512, 1.650000
513, 1.653223
513, 1.653223
516, 1.662891
514, 1.656445
512, 1.650000
513, 1.653223
504, 1.624219
507, 1.633887
506, 1.630664
508, 1.637109
513, 1.653223
514, 1.656445
513, 1.653223
515, 1.659668
519, 1.672559
520, 1.675781
521, 1.679004
523, 1.685449
526, 1.695117
524, 1.688672
526, 1.695117
528, 1.701562
528, 1.701562
529, 1.704785
531, 1.711230
531, 1.711230
529, 1.704785
531, 1.711230
532, 1.714453
531, 1.711230
532, 1.714453
531, 1.711230
535, 1.724121
532, 1.714453
529, 1.704785
530, 1.708008
528, 1.701562
528, 1.701562
524, 1.688672
523, 1.685449
526, 1.695117
527, 1.698340
524, 1.688672
520, 1.675781
521, 1.679004
524, 1.688672
523, 1.685449
522, 1.682227
522, 1.682227
518, 1.669336
519, 1.672559
520, 1.675781
519, 1.672559
521, 1.679004
521, 1.679004
517, 1.666113
517, 1.666113
517, 1.666113
517, 1.666113
516, 1.662891
515, 1.659668
516, 1.662891
516, 1.662891
516, 1.662891
516, 1.662891
515, 1.659668
513, 1.653223
511, 1.646777
512, 1.650000
511, 1.646777
510, 1.643555
512, 1.650000
514, 1.656445
511, 1.646777
511, 1.646777
508, 1.637109
512, 1.650000
511, 1.646777
509, 1.640332
508, 1.637109
510, 1.643555
510, 1.643555
510, 1.643555
514, 1.656445
507, 1.633887
507, 1.633887
507, 1.633887
511, 1.646777
508, 1.637109
510, 1.643555
508, 1.637109
508, 1.637109
507, 1.633887
505, 1.627441
504, 1.624219
507, 1.633887
505, 1.627441
505, 1.627441
508, 1.637109
507, 1.633887
505, 1.627441
507, 1.633887
513, 1.653223
511, 1.646777
509, 1.640332
503, 1.620996
504, 1.624219
503, 1.620996
501, 1.614551
500, 1.611328
500, 1.611328
501, 1.614551
496, 1.598437
496, 1.598437
492, 1.585547
492, 1.585547
493, 1.588770
497, 1.601660
